library,sample,date,experiment,antibody,concentration,concentration_units,group,selection,frac_escape,cells_sorted,R1
lib2,expt_15-COV2-2499-400-escape,200720,expt_15,COV2-2499,400,ng_per_mL,Crowe,escape,0.185,2655138,/shared/ngs/illumina/agreaney/200727_D00300_1012_AHFFMGBCX3/Unaligned/Project_agreaney/Sample_expt_15_lib2_abneg/*R1*.fastq.gz
lib1,expt_16-COV2-2677-400-escape,200720,expt_16,COV2-2677,400,ng_per_mL,Crowe,escape,0.086,1243786,/shared/ngs/illumina/agreaney/200727_D00300_1012_AHFFMGBCX3/Unaligned/Project_agreaney/Sample_expt_16_lib1_abneg/*R1*.fastq.gz
lib2,expt_16-COV2-2677-400-escape,200720,expt_16,COV2-2677,400,ng_per_mL,Crowe,escape,0.088,1457488,/shared/ngs/illumina/agreaney/200727_D00300_1012_AHFFMGBCX3/Unaligned/Project_agreaney/Sample_expt_16_lib2_abneg/*R1*.fastq.gz
lib1,expt_10-COV2-2832-400-escape,200616,expt_10,COV2-2832,400,ng_per_mL,Crowe,escape,0.116,1525920,/shared/ngs/illumina/agreaney/200618_D00300_0980_AHFCMJBCX3/Unaligned/Project_agreaney/Sample_expt_10_lib1_abneg/*.fastq.gz; /shared/ngs/illumina/agreaney/200701_D00300_0988_BHGFGMBCX3/Unaligned/Project_agreaney/expt_10_lib1_abneg*R1*.fastq.gz
lib2,expt_10-COV2-2832-400-escape,200616,expt_10,COV2-2832,400,ng_per_mL,Crowe,escape,0.076,975400,/shared/ngs/illumina/agreaney/200618_D00300_0980_AHFCMJBCX3/Unaligned/Project_agreaney/Sample_expt_10_lib2_abneg/*.fastq.gz; /shared/ngs/illumina/agreaney/200701_D00300_0988_BHGFGMBCX3/Unaligned/Project_agreaney/expt_10_lib2_abneg*R1*.fastq.gz
lib1,expt_3-CR3022-400-escape,200615,expt_3,CR3022,400,ng_per_mL,CR3022,escape,0.148,1790556,/shared/ngs/illumina/agreaney/200618_D00300_0980_AHFCMJBCX3/Unaligned/Project_agreaney/Sample_expt_3_lib1_abneg/*.fastq.gz; /shared/ngs/illumina/agreaney/200701_D00300_0988_BHGFGMBCX3/Unaligned/Project_agreaney/expt_3_lib1_abneg*R1*.fastq.gz
lib2,expt_3-CR3022-400-escape,200615,expt_3,CR3022,400,ng_per_mL,CR3022,escape,0.091,1175925,/shared/ngs/illumina/agreaney/200618_D00300_0980_AHFCMJBCX3/Unaligned/Project_agreaney/Sample_expt_3_lib2_abneg/*.fastq.gz; /shared/ngs/illumina/agreaney/200701_D00300_0988_BHGFGMBCX3/Unaligned/Project_agreaney/expt_3_lib2_abneg*R1*.fastq.gz
lib1,expt_82-LY-CoV555-400-escape,210115,expt_82,LY-CoV555,400,ng_per_mL,LY,escape,0.161,1622745,/shared/ngs/illumina/tstarr/210119_D00300_1157_AHK3HNBCX3/Unaligned/Project_tstarr/expt_82_lib1_Abneg_S85_R1_001.fastq.gz
lib2,expt_82-LY-CoV555-400-escape,210115,expt_82,LY-CoV555,400,ng_per_mL,LY,escape,0.169,1675156,/shared/ngs/illumina/tstarr/210119_D00300_1157_AHK3HNBCX3/Unaligned/Project_tstarr/expt_82_lib2_Abneg_S86_R1_001.fastq.gz
lib1,expt_24-REGN10933-400-escape,200904,expt_24,REGN10933,400,ng_per_mL,clinical_serum,escape,0.174,1252342,/shared/ngs/illumina/agreaney/201012_D00300_1079_BHHV7TBCX3/Unaligned/Project_agreaney_lane1/expt_24_lib1_abneg_*R1*.fastq.gz; /fh/fast/bloom_j/SR/ngs/illumina/agreaney/200928_D00300_1067_BHHNHWBCX3/Unaligned/Project_agreaney/expt_24_lib1_abneg_*R1*.fastq.gz
lib2,expt_24-REGN10933-400-escape,200904,expt_24,REGN10933,400,ng_per_mL,clinical_serum,escape,0.154,984237,/shared/ngs/illumina/agreaney/201012_D00300_1079_BHHV7TBCX3/Unaligned/Project_agreaney_lane1/expt_24_lib2_abneg_*R1*.fastq.gz; /fh/fast/bloom_j/SR/ngs/illumina/agreaney/200928_D00300_1067_BHHNHWBCX3/Unaligned/Project_agreaney/expt_24_lib2_abneg_*R1*.fastq.gz
lib1,expt_25-REGN10987-400-escape,200904,expt_25,REGN10987,400,ng_per_mL,clinical_serum,escape,0.148,1155004,/shared/ngs/illumina/agreaney/201012_D00300_1079_BHHV7TBCX3/Unaligned/Project_agreaney_lane1/expt_25_lib1_abneg_*R1*.fastq.gz; /fh/fast/bloom_j/SR/ngs/illumina/agreaney/200928_D00300_1067_BHHNHWBCX3/Unaligned/Project_agreaney/expt_25_lib1_abneg_*R1*.fastq.gz
lib2,expt_25-REGN10987-400-escape,200904,expt_25,REGN10987,400,ng_per_mL,clinical_serum,escape,0.15,1091502,/shared/ngs/illumina/agreaney/201012_D00300_1079_BHHV7TBCX3/Unaligned/Project_agreaney_lane1/expt_25_lib2_abneg_*R1*.fastq.gz; /fh/fast/bloom_j/SR/ngs/illumina/agreaney/200928_D00300_1067_BHHNHWBCX3/Unaligned/Project_agreaney/expt_25_lib2_abneg_*R1*.fastq.gz
lib1,expt_75-S2D106-68-escape,201109,expt_75,S2D106,68,ng_per_mL,Vir,escape,0.107,680797,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt75_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt75_lib1*.fastq.gz
lib2,expt_75-S2D106-68-escape,201109,expt_75,S2D106,68,ng_per_mL,Vir,escape,0.062,500333,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt75_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt75_lib2*.fastq.gz
lib1,expt_69-S2E12-56-escape,201106,expt_69,S2E12,56,ng_per_mL,Vir,escape,0.157,1431758,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt70_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt70_lib2*.fastq.gz
lib2,expt_69-S2E12-56-escape,201106,expt_69,S2E12,56,ng_per_mL,Vir,escape,0.183,1615948,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt70_homolog*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt70_homolog*.fastq.gz
lib1,expt_80-S2H13-56-escape,210113,expt_80,S2H13,56,ng_per_mL,Vir,escape,0.194,2156982,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt80_lib1_Abneg_S90_R1_001.fastq.gz
lib2,expt_80-S2H13-56-escape,210113,expt_80,S2H13,56,ng_per_mL,Vir,escape,0.204,2037960,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt80_lib2_Abneg_S91_R1_001.fastq.gz
lib1,expt_81-S2H14-105-escape,210113,expt_81,S2H14,105,ng_per_mL,Vir,escape,0.153,1568655,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt81_lib1_Abneg_S94_R1_001.fastq.gz
lib2,expt_81-S2H14-105-escape,210113,expt_81,S2H14,105,ng_per_mL,Vir,escape,0.153,1680901,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt81_lib2_Abneg_S95_R1_001.fastq.gz
lib1,expt_74-S2H58-46-escape,201109,expt_74,S2H58,46,ng_per_mL,Vir,escape,0.098,719772,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt74_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt74_lib1*.fastq.gz
lib2,expt_74-S2H58-46-escape,201109,expt_74,S2H58,46,ng_per_mL,Vir,escape,0.116,870407,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt74_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt74_lib2*.fastq.gz
lib1,expt_79-S2H97-58-escape,210113,expt_79,S2H97,58,ng_per_mL,Vir,escape,0.069,779263,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt79_lib1_Abneg_S86_R1_001.fastq.gz
lib2,expt_79-S2H97-58-escape,210113,expt_79,S2H97,58,ng_per_mL,Vir,escape,0.081,867066,/shared/ngs/illumina/tstarr/210115_D00300_1154_BHK3HCBCX3/Unaligned/Project_tstarr/expt79_lib2_Abneg_S87_R1_001.fastq.gz
lib1,expt_77-S2X16-54-escape,201109,expt_77,S2X16,54,ng_per_mL,Vir,escape,0.137,713984,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt77_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt77_lib1*.fastq.gz
lib2,expt_77-S2X16-54-escape,201109,expt_77,S2X16,54,ng_per_mL,Vir,escape,0.131,734138,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt77_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt77_lib2*.fastq.gz
lib1,expt_78-S2X227-138-escape,201109,expt_78,S2X227,138,ng_per_mL,Vir,escape,0.094,865531,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt78_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt78_lib1*.fastq.gz
lib2,expt_78-S2X227-138-escape,201109,expt_78,S2X227,138,ng_per_mL,Vir,escape,0.085,786025,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt78_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt78_lib2*.fastq.gz
lib1,expt_71-S2X259-59-escape,201106,expt_71,S2X259,59,ng_per_mL,Vir,escape,0.068,700753,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt68_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt68_lib2*.fastq.gz
lib2,expt_71-S2X259-59-escape,201106,expt_71,S2X259,59,ng_per_mL,Vir,escape,0.064,600000,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt68_homolog*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt68_homolog*.fastq.gz
lib1,expt_70-S2X35-70-escape,201106,expt_70,S2X35,70,ng_per_mL,Vir,escape,0.181,1600694,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt71_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt71_lib2*.fastq.gz
lib2,expt_70-S2X35-70-escape,201106,expt_70,S2X35,70,ng_per_mL,Vir,escape,0.083,801564,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt71_homolog*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt71_homolog*.fastq.gz
lib1,expt_72-S2X58-18-escape,201106,expt_72,S2X58,18,ng_per_mL,Vir,escape,0.222,2065573,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt69_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt69_lib2*.fastq.gz
lib2,expt_72-S2X58-18-escape,201106,expt_72,S2X58,18,ng_per_mL,Vir,escape,0.141,1391912,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt72_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt72_lib2*.fastq.gz
lib1,expt_73-S304-46-escape,201106,expt_73,S304,46,ng_per_mL,Vir,escape,0.123,1121146,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt73_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt73_lib1*.fastq.gz
lib2,expt_73-S304-46-escape,201106,expt_73,S304,46,ng_per_mL,Vir,escape,0.155,1300000,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt73_lib2*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt73_lib2*.fastq.gz
lib1,expt_68-S309-421-escape,201106,expt_68,S309,421,ng_per_mL,Vir,escape,0.1,1000774,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt68_lib1*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt68_lib1*.fastq.gz
lib2,expt_68-S309-421-escape,201106,expt_68,S309,421,ng_per_mL,Vir,escape,0.199,1740195,/shared/ngs/illumina/tstarr/201123_D00300_1119_BHJKJTBCX3/Unaligned/Project_tstarr/expt69_homolog*.fastq.gz; /shared/ngs/illumina/tstarr/201116_D00300_1113_BHJKKFBCX3/Unaligned/Project_tstarr/expt69_homolog*.fastq.gz
lib1,expt_130-none-0-reference,210526,expt_130,none,0,ng_per_mL,Vir,reference,NA,NA,/shared/ngs/illumina/tstarr/210603_D00300_1246_BHLJ3FBCX3/Unaligned/Project_tstarr/expt_130_lib1_ref*.fastq.gz
lib2,expt_130-none-0-reference,210526,expt_130,none,0,ng_per_mL,Vir,reference,NA,NA,/shared/ngs/illumina/tstarr/210603_D00300_1246_BHLJ3FBCX3/Unaligned/Project_tstarr/expt_130_lib2_ref*.fastq.gz
